,movie_id,title,tags
22,57158,The Hobbit: The Desolation of Smaug,"the dwarv , bilbo gandalf success escap misti mountain , bilbo gain one ring . they continu journey get gold back dragon , smaug . elv dwarv orc hobbit dragon wizard swordandsorceri adventur fantasi martinfreeman ianmckellen richardarmitag peterjackson"
23,2268,The Golden Compass,"after overhear shock secret , precoci orphan lyra belacqua trade carefre exist roam hall jordan colleg otherworldli adventur far north , unawar 's part destini . england compass experi lordship uncl polarbear orphan anim basedonyoungadultnovel adventur fantasi dakotabluerichard nicolekidman danielcraig chrisweitz"
24,254,King Kong,"in 1933 new york , overli ambiti movi produc coerc cast hire ship crew travel mysteri skull island , encount kong , giant ape immedi smitten lead ladi . filmbusi screenplay showbusi filmmak filmproduc exoticisland monster indigen ship dinosaur adventur drama action naomiwatt jackblack adrienbrodi peterjackson"
25,597,Titanic,"84 year later , 101-year-old woman name rose dewitt bukat tell stori granddaught lizzi calvert , brock lovett , lewi bodin , bobbi buell anatoli mikailavich keldysh life set april 10th 1912 , ship call titan young rose board depart ship upper-class passeng mother , ruth dewitt bukat , fiancé , caledon hockley . meanwhil , drifter artist name jack dawson best friend fabrizio de rossi win third-class ticket ship game . and explain whole stori departur death titan first last voyag april 15th , 1912 2:20 morn . shipwreck iceberg ship panic titan oceanlin epic richwoman-poorman love disast tragiclov classdiffer imax starcrossedlov steerag salvag richsnob 3d 1910 drama romanc thriller katewinslet leonardodicaprio francesfish jamescameron"
26,271110,Captain America: Civil War,"follow event age ultron , collect govern world pass act design regul superhuman activ . thi polar opinion amongst aveng , caus two faction side iron man captain america , caus epic battl former alli . civilwar war marvelcom sequel superhero basedoncomicbook imax aftercreditssting duringcreditssting marvelcinematicunivers 3d adventur action sciencefict chrisevan robertdowneyjr . scarlettjohansson anthonyrusso joerusso"
27,44833,Battleship,"when mankind beam radio signal space , repli come ‘ planet g ’ , form sever alien craft splash water hawaii . lieuten alex hopper weapon offic assign uss john paul jone , part intern naval coalit becom world 's last hope surviv engag hostil alien forc unimagin strength . while take invad , hopper must also tri live potenti brother , fiancé 's father , admir shane , expect . fight u.s.navi mindread hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommun taser buoy communicationsexpert jointchiefsofstaff crashland jetfighterpilot navylieuten permissiontomarri ussjohnpauljon basedonboardgam aftercreditssting mightymo ussmissouri thriller action adventur sciencefict taylorkitsch alexanderskarsgård rihanna peterberg"
28,135397,Jurassic World,"twenty-two year event jurass park , isla nublar featur fulli function dinosaur theme park , jurass world , origin envis john hammond . monster dna tyrannosaurusrex velociraptor island sequel suspens disast escap dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror action adventur sciencefict thriller chrispratt brycedallashoward irrfankhan colintrevorrow"
29,37724,Skyfall,"when bond 's latest assign goe grave wrong agent around world expos , mi6 attack forc m reloc agenc . these event caus author posit challeng gareth mallori , new chairman intellig secur committe . with mi6 compromis insid , m left one alli trust : bond . 007 take shadow - aid field agent , eve - follow trail mysteri silva , whose lethal hidden motiv yet reveal . spi secretag sociopath killer artgalleri britishsecretservic istanbulturkey imax uzi boobytrap impersonatingapoliceoffic macao action adventur thriller danielcraig judidench javierbardem sammend"
30,558,Spider-Man 2,"peter parker go major ident crisi . burn spider-man , decid shelv superhero alter ego , leav citi suffer wake carnag left evil doc ock . in meantim , parker still ca n't act feel mari jane watson , girl 's love sinc childhood . dualident loveofone'slif pizzaboy marvelcom sequel superhero doctor scientist tentacl death supervillain action adventur fantasi tobeymaguir kirstendunst jamesfranco samraimi"
31,68721,Iron Man 3,"when toni stark 's world torn apart formid terrorist call mandarin , start odyssey rebuild retribut . terrorist waronterror tennesse malibu marvelcom superhero basedoncomicbook tonystark ironman aftercreditssting marvelcinematicunivers mandarin 3d warmachin ironpatriot extremi action adventur sciencefict robertdowneyjr . gwynethpaltrow doncheadl shaneblack"
32,12155,Alice in Wonderland,"alic , unpretenti individu 19-year-old , betroth dunc english nobleman . at engag parti , escap crowd consid whether go marriag fall hole garden spot unusu rabbit . arriv strang surreal place call 'underland , ' find world resembl nightmar child , fill talk anim , villain queen knight , frumiou bandersnatch . alic realiz reason – conquer horrif jabberwocki restor right queen throne . basedonnovel fictionalplac queen fantasi aliceinwonderland fantasyworld 3d famili fantasi adventur miawasikowska johnnydepp annehathaway timburton"
33,36668,X-Men: The Last Stand,"when cure found treat mutat , line drawn amongst x-men the brotherhood , band power mutant organ xavier 's former alli , magneto . mutant marvelcom basedoncomicbook superhuman beast cyclop aftercreditssting adventur action sciencefict thriller hughjackman halleberri ianmckellen brettratn"
34,62211,Monsters University,a look relationship mike sulley day monster univers — n't necessarili best friend . monster dormitori game anim bestfriend univers scari aftercreditssting anim famili billycryst johngoodman stevebuscemi danscanlon
35,8373,Transformers: Revenge of the Fallen,"sam witwicki leav autobot behind normal life . but mind fill cryptic symbol , decepticon target drag back transform ' war . egypt sun chao symbol artifact transform tank robot imax duringcreditssting sciencefict action adventur shialabeouf meganfox joshduhamel michaelbay"
36,91314,Transformers: Age of Extinction,"as human pick piec , follow conclus `` transform : dark moon , '' autobot decepticon vanish face planet . howev , group power , ingeni businessman scientist attempt learn past transform incurs push boundari technolog beyond control - ancient , power transform menac set earth cross-hair . sequel alien transform giantrobot robot imax transformingrobot sciencefict action adventur markwahlberg stanleytucci kelseygramm michaelbay"
37,68728,Oz: The Great and Powerful,"oscar digg , small-tim circu illusionist con-artist , whisk kansa land oz inhabit assum 's great wizard propheci , save oz clutch evil . circu witch magic hope illus lost magictrick wizard 3d fantasi adventur famili jamesfranco milakuni rachelweisz samraimi"
38,102382,The Amazing Spider-Man 2,"for peter parker , life busi . between take bad guy spider-man spend time person love , gwen staci , high school graduat come quickli enough . peter forgotten promis made gwen ’ father protect stay away , promis keep . thing chang peter new villain , electro , emerg , old friend , harri osborn , return , peter uncov new clue past . obsess marvelcom sequel basedoncomicbook electrocut medicalexperi electr superpow action adventur fantasi andrewgarfield emmaston jamiefoxx marcwebb"
39,20526,TRON: Legacy,"sam flynn , tech-savvi dare son kevin flynn , investig father 's disappear pull the grid . with help mysteri program name quorra , sam quest stop evil dictat clu cross real world . artificialintellig secretident computerprogram dystopia comput decept duel motorcycl neonlight autocraci adventur action sciencefict garretthedlund jeffbridg oliviawild josephkosinski"
40,49013,Cars 2,star race car lightn mcqueen pal mater head oversea compet world grand prix race . but road championship becom rocki mater get caught intrigu adventur : intern espionag . carrac sequel comedi anthropomorph bestfriend duringcreditssting anim famili adventur comedi owenwilson larrythecableguy michaelcain johnlasset bradlewi
41,44912,Green Lantern,"for centuri , small power forc warrior call green lantern corp sworn keep intergalact order . each green lantern wear ring grant superpow . but new enemi call parallax threaten destroy balanc power univers , fate fate earth lie hand first human ever recruit . dccomic transform superhero alien alieninfect magicalobject protector superpow origin 3d adventur action thriller sciencefict ryanreynold blakel petersarsgaard martincampbel"
42,10193,Toy Story 3,"woodi , buzz , rest andi 's toy n't play year . with andi go colleg , gang find accident left nefari day care center . the toy must band togeth escap return home andi . hostag colleg toy barbi anim escap daycar teddybear duringcreditssting toycomestolif personif inanimateobjectscomingtolif toystori anim famili comedi tomhank timallen nedbeatti leeunkrich"
43,534,Terminator Salvation,"all grown post-apocalypt 2018 , john connor must lead resist human increasingli domin militarist robot . but marcu wright appear , exist confus mission connor tri determin whether wright come futur past -- whether 's friend foe . savingtheworld artificialintellig propheci sanfrancisco cyborg killerrobot gasstat post-apocalypt dystopia armi firearm wartim losangel action sciencefict thriller christianbal samworthington antonyelchin mcg"
44,168259,Furious 7,deckard shaw seek reveng domin toretto famili comatos brother . carrac speed reveng suspens car race musclecar action vindiesel paulwalk dwaynejohnson jameswan
45,72190,World War Z,"life former unit nation investig gerri lane famili seem content . suddenli , world plagu mysteri infect turn whole human popul rampag mindless zombi . after bare escap chao , lane persuad go mission investig diseas . what follow peril trek around world lane must brave horrif danger long odd find answer human civil fall . dystopia apocalyps zombi nuclearweapon multipleperspect zombieapocalyps action drama horror sciencefict thriller bradpitt mireilleeno abigailhargrov marcforst"
46,127585,X-Men: Days of Future Past,the ultim x-men ensembl fight war surviv speci across two time period join forc younger selv epic battl must chang past – save futur . 1970 mutant timetravel marvelcom basedoncomicbook superhuman storm beast aftercreditssting changingthepastorfutur action adventur fantasi sciencefict hughjackman jamesmcavoy michaelfassbend bryansing
47,54138,Star Trek Into Darkness,"when crew enterpris call back home , find unstopp forc terror within organ deton fleet everyth stand , leav world state crisi . with person score settl , captain kirk lead manhunt war-zon world captur one man weapon mass destruct . as hero propel epic chess game life death , love challeng , friendship torn apart , sacrific must made famili kirk left : crew . spacecraft friendship sequel futurist space alien imax spaceopera terroristbomb 3d action adventur sciencefict chrispin zacharyquinto zoesaldana j.j.abram"
48,81005,Jack the Giant Slayer,"the stori ancient war reignit young farmhand unwittingli open gateway world fearsom race giant . unleash earth first time centuri , giant strive reclaim land lost , forc young man , jack battl life stop . fight kingdom , peopl , love brave princess , come face face unstopp warrior thought exist legend–and get chanc becom legend . basedonfairytal giant action famili fantasi nicholashoult eleanortomlinson ewanmcgregor bryansing"
49,64682,The Great Gatsby,"an adapt f. scott fitzgerald 's long island-set novel , midwestern nick carraway lure lavish world neighbor , jay gatsbi . soon enough , howev , carraway see crack gatsbi 's nouveau rich exist , obsess , mad , tragedi await . basedonnovel infidel obsess hope 3d drama romanc leonardodicaprio tobeymaguir careymulligan bazluhrmann"
50,9543,Prince of Persia: The Sands of Time,"a rogu princ reluctantli join forc mysteri princess togeth , race dark forc safeguard ancient dagger capabl releas sand time – gift god revers time allow possessor rule world . persia sandstorm brotheragainstbroth armageddon regent basedonvideogam adventur fantasi action romanc jakegyllenha gemmaarterton benkingsley mikenewel"
51,68726,Pacific Rim,"when legion monstrou creatur , known kaiju , start rise sea , war began would take million live consum human 's resourc year end . to combat giant kaiju , special type weapon devis : massiv robot , call jaeger , control simultan two pilot whose mind lock neural bridg . but even jaeger prove nearli defenseless face relentless kaiju . on verg defeat , forc defend mankind choic turn two unlik heroes—a washed-up former pilot ( charli hunnam ) untest traine ( rinko kikuchi ) —who team drive legendari seemingli obsolet jaeger past . togeth , stand mankind 's last hope mount apocalyps . dystopia giantrobot giantmonst apocalyps imax duringcreditssting 3d action sciencefict adventur idriselba charliehunnam charlieday guillermodeltoro"
52,38356,Transformers: Dark of the Moon,"sam witwicki take first tenuou step adulthood remain reluct human alli autobot-lead optimu prime . the film center around space race ussr usa , suggest hidden transform role remain one planet 's danger secret . moon spacecraft traitor bodyguard alienplanet basedoncartoon transform giantrobot sabotag worddomin commando duringcreditssting action sciencefict adventur shialabeouf johnmalkovich kenjeong michaelbay"
53,217,Indiana Jones and the Kingdom of the Crystal Skull,"set cold war , soviet – led sword-wield irina spalko – search crystal skull supernatur power relat mystic lost citi gold . after captur escap , indi coerc head peru behest young man whose friend – indi 's colleagu – professor oxley captur knowledg skull 's whereabout . savingtheworld riddl whip treasur mexicoc leatherjacket machinegun alienphenomenon mayacivil peru treasurehunt nuclearexplos refriger archaeologist indianajon archeolog adventur action harrisonford cateblanchett shialabeouf stevenspielberg"
54,105864,The Good Dinosaur,an epic journey world dinosaur apatosauru name arlo make unlik human friend . tyrannosaurusrex friend alternatehistori dinosaur fear storm natur human journey adventur anim famili raymondochoa jackbright jeffreywright petersohn
55,62177,Brave,"brave set mystic scottish highland , mérida princess kingdom rule king fergu queen elinor . an unruli daughter accomplish archer , mérida one day defi sacr custom land inadvert bring turmoil kingdom . in attempt set thing right , mérida seek eccentr old wise woman grant ill-fat wish . also figur mérida ’ quest — serv comic relief — kingdom ’ three lord : enorm lord macguffin , surli lord macintosh , disagre lord dingwal . scotland rebel braveri kingdom archer wish bear scot rebelliousdaught turnsintoanim archeri ruin aftercreditssting peaceoff womandirector courag 3d anim adventur comedi famili action fantasi kellymacdonald juliewalt billyconnolli brendachapman markandrew stevepurcel"
56,188927,Star Trek Beyond,"the uss enterpris crew explor furthest reach unchart space , encount mysteri new enemi put everyth feder stand test . sequel strand hatr spaceopera action adventur sciencefict chrispin zacharyquinto karlurban justinlin"
57,10681,WALL·E,"wall· last robot left earth overrun garbag human fled outer space . for 700 year continu tri clean mess , develop rather interest human-lik qualiti . when ship arriv sleek new type robot , wall· think 's final found friend stow away ship leav . romanticcomedi anim famili benburtt elissaknight jeffgarlin andrewstanton"
58,5174,Rush Hour 3,"after attempt assassin ambassador han , inspector lee detect carter back action head pari protect french woman knowledg triad ' secret leader . lee also hold secret meet unit nation author , person struggl chines crimin mastermind name kenji , reveal 's lee 's long-lost ... brother . ambassador action comedi crime thriller christuck jackiechan hiroyukisanada brettratn"
59,14161,2012,"dr. adrian helmsley , part worldwid geophys team investig effect earth radiat unpreced solar storm , learn earth 's core heat . he warn u.s. presid thoma wilson crust earth becom unstabl without proper prepar save fraction world 's popul , entir race doom . meanwhil , writer jackson curti stumbl inform . while world 's leader race build `` ark '' escap impend cataclysm , curti struggl find way save famili . meanwhil , volcan erupt earthquak unpreced strength wreak havoc around world . civil naturaldisast endoftheworld disast apocalyps destruct volcanicerupt mayan ark solar destructionofmankind action adventur sciencefict johncusack amandapeet chiwetelejiofor rolandemmerich"
60,17979,A Christmas Carol,"miser ebenez scroog awaken christma eve spirit reveal miser exist , opportun wast youth , current cruelti , dire fate await chang way . scroog face stori grow bitter mean , must decid futur hold : death redempt . holiday basedonnovel victorianengland money christmasev scroog christmascarol ghost lesson charlesdicken christma anim drama garyoldman jimcarrey stevevalentin robertzemecki"
61,76757,Jupiter Ascending,"in univers human genet materi preciou commod , impoverish young earth woman becom key strateg maneuv intern strife within power dynasty… jupit space womandirector 3d interspeciesrom sciencefict fantasi action adventur milakuni channingtatum seanbean lillywachowski lanawachowski"
62,258489,The Legend of Tarzan,"tarzan , acclim life london , call back former home jungl investig activ mine encamp . africa feralchild tarzan jungl animalattack action adventur alexanderskarsgård margotrobbi christophwaltz davidy"
63,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","sibl luci , edmund , susan peter step magic wardrob find land narnia . there , discov charm , peac kingdom plung etern winter evil white witch , jadi . aid wise magnific lion , aslan , children lead narnia spectacular , climact battl free witch 's glacial power forev . savingtheworld witch basedonnovel brothersisterrelationship selfsacrific winter cupboard beaver lion fairy-talefigur battl narnia fantasyworld duringcreditssting adventur famili fantasi williammoseley annapopplewel skandarkeyn andrewadamson"
64,246655,X-Men: Apocalypse,"after re-emerg world 's first mutant , world-destroy apocalyps , x-men must unit defeat extinct level plan . mutant supernaturalpow marvelcom superhero basedoncomicbook superhuman apocalyps superheroteam worlddomin aftercreditssting 1980 sciencefict jamesmcavoy michaelfassbend jenniferlawr bryansing"
65,155,The Dark Knight,"batman rais stake war crime . with help lt. jim gordon district attorney harvey dent , batman set dismantl remain crimin organ plagu street . the partnership prove effect , soon find prey reign chao unleash rise crimin mastermind known terrifi citizen gotham joker . dccomic crimefight secretident scarecrow sadism chao gothamc vigilant joker superhero basedoncomicbook tragichero organizedcrim criminalmastermind districtattorney imax supervillain superpow batman drama action crime thriller christianbal heathledg aaroneckhart christophernolan"
66,14160,Up,"carl fredricksen spent entir life dream explor globe experienc life fullest . but age 78 , life seem pass , twist fate ( persist 8-year old wilder explor name russel ) give new leas life . agediffer centralandsouthamerica balloon anim floatingintheair duringcreditssting explor anim comedi famili adventur edasn christopherplumm jordannagai petedoct"
67,15512,Monsters vs Aliens,"when susan murphi unwittingli clobber meteor full outer space gunk wed day , mysteri grow 49-feet-11-inch . the militari jump action captur susan , secret away covert govern compound . she renam ginormica place confin ragtag group monster ... alien giantrobot duringcreditssting anim famili adventur sciencefict sethrogen reesewitherspoon hughlauri conradvernon robletterman"
68,1726,Iron Man,"after held captiv afghan cave , billionair engin toni stark creat uniqu weapon suit armor fight evil . middleeast armsdeal malibu marvelcom superhero basedoncomicbook tonystark ironman aftercreditssting marvelcinematicunivers counterterror agentcoulson action sciencefict adventur robertdowneyjr . terrencehoward jeffbridg jonfavreau"
69,44826,Hugo,"hugo orphan boy live wall train station 1930 pari . he learn fix clock gadget father uncl put use keep train station clock run . the thing left connect dead father automaton ( mechan man ) n't work without special key hugo need find unlock secret believ contain . on adventur , meet shopkeep , georg meli , work train station adventure-seek god-daught . hugo find surpris connect father automaton , discov unlock memori old man buri insid regard past . librari clock filmdirector key toy boy love orphan robot automaton hide filmmak legbrac doberman 3d adventur drama famili benkingsley sachabaroncohen asabutterfield martinscorses"
70,8487,Wild Wild West,legless southern inventor dr. arliss loveless plan rekindl civil war assassin presid u.s. grant . onli two men stop : gunfight jame west master-of-disguis inventor artemu gordon . the two must team thwart loveless ' plan . steampunk basedontvseri steamlocomot drag action adventur comedi sciencefict western willsmith kevinklin kennethbranagh barrysonnenfeld
71,1735,The Mummy: Tomb of the Dragon Emperor,"archaeologist rick o'connel travel china , pit emperor 2,000-year-old han dynasti 's return dead pursu quest world domin . thi time , o'connel enlist help wife son quash so-cal 'dragon emperor ' abus supernatur power . [ ] adventur action fantasi brendanfras jetli johnhannah robcohen"
72,297761,Suicide Squad,"from dc comic come suicid squad , antihero team incarcer supervillain act deniabl asset unit state govern , undertak high-risk black op mission exchang commut prison sentenc . dccomic sharedunivers antihero secretmiss villain superhero supervillain dcextendedunivers action adventur crime fantasi sciencefict willsmith margotrobbi joelkinnaman daviday"
73,2698,Evan Almighty,god contact congressman evan baxter tell build ark prepar great flood . fathersonrelationship dailylif marriedcoupl support father marriag faith baustel rescu anim natur duringcreditssting noah'sark fantasi comedi famili stevecarel laurengraham johngoodman tomshadyac
74,137113,Edge of Tomorrow,"major bill cage offic never seen day combat unceremoni demot drop combat . cage kill within minut , manag take alpha alien . he awaken back begin day forc fight die ... - physic contact alien thrown time loop . dejavu timewarp restart dystopia war alien militaryoffic soldier alieninvas exoskeleton action sciencefict tomcruis emilyblunt brendangleeson dougliman"
75,9804,Waterworld,"in futurist world polar ice cap melt made earth liquid planet , beauti barmaid rescu mutant seafar float island prison . they escap , along young charg , enola , sail aboard ship . but trio soon becom target menac pirat covet map 'dryland ' – tattoo enola 's back . ocean tattoo mutant water dystopia doomsday adventur action kevincostn chaimgirafi rickavil kevinreynold"
76,14869,G.I. Joe: The Rise of Cobra,"from egyptian desert deep polar ice cap , elit g.i . joe team use latest next-gener spi militari equip fight corrupt arm dealer destro grow threat mysteri cobra organ prevent plung world chao . terrorist secret hostag technolog warhead govern presid reveng murder attack explos scientist laser evil cobra adventur action thriller sciencefict dennisquaid channingtatum marlonwayan stephensomm"
77,150540,Inside Out,"grow bumpi road , 's except riley , uproot midwest life father start new job san francisco . like us , riley guid emot - joy , fear , anger , disgust sad . the emot live headquart , control center insid riley 's mind , help advis everyday life . as riley emot struggl adjust new life san francisco , turmoil ensu headquart . although joy , riley 's main import emot , tri keep thing posit , emot conflict best navig new citi , hous school . dream cartoon imaginaryfriend anim famili move kid unicorn duringcreditssting 3d emot drama comedi anim famili amypoehl phyllissmith richardkind petedoct"
78,278927,The Jungle Book,"after threat tiger shere khan forc flee jungl , man-cub name mowgli embark journey self discoveri help panther , bagheera , free spirit bear , baloo . basedonnovel snake wolf eleph tiger feralchild panther remak bear jungl talkinganim orphan anim talkingtoanim famili adventur drama fantasi neelsethi billmurray benkingsley jonfavreau"
